"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230725,2023-07-25,0643CC,IFED,01,064 ,    9162,    3702,    8874,    5310,       0,       0,       0,     288,       0,     150,       0,       0,    9162,    9162,       0,       0,    9162,    3702,    8874,    5310,       0,       0,       0,     288,       0,     150,       0,       0,    9162,    9162,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      50,       0,      50,      50,       0,       0,       0,       0,       0,       0,       0,       0,      50,      50,       0,       0,  100.0,   40.4,   96.9,   58.0,    0.0,    0.0,    0.0,    3.1,    0.0,    1.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   40.4,   96.9,   58.0,    0.0,    0.0,    0.0,    3.1,    0.0,    1.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     11,     10,      4,      0,      0,      0,.,      0,.,      0,      0,     16,     11,     22,     11,     10,      4,      0,      0,      0,.,      0,.,      0,      0,     16,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    70.8,    85.9,    88.3,    97.0,    69.2,    80.0,    82.3,    87.4,    70.8,    85.9,    88.3,    97.0,    69.2,    80.0,    82.3,    87.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230718,2023-07-18,0643CC,IFED,01,064 ,    9112,    3702,    8824,    5260,       0,       0,       0,     288,       0,     150,       0,       0,    9112,    9112,       0,       0,    9112,    3702,    8824,    5260,       0,       0,       0,     288,       0,     150,       0,       0,    9112,    9112,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   40.6,   96.8,   57.7,    0.0,    0.0,    0.0,    3.2,    0.0,    1.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   40.6,   96.8,   57.7,    0.0,    0.0,    0.0,    3.2,    0.0,    1.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     11,     10,      4,      0,      0,      0,.,      0,.,      0,      0,     16,     11,     22,     11,     10,      4,      0,      0,      0,.,      0,.,      0,      0,     16,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    70.9,    86.4,    88.5,    97.5,    69.3,    80.8,    82.5,    87.9,    70.9,    86.4,    88.5,    97.5,    69.3,    80.8,    82.5,    87.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230711,2023-07-11,0643CC,IFED,01,064 ,    9112,    3702,    8824,    5260,       0,       0,       0,     288,       0,     150,       0,       0,    9112,    9112,       0,       0,    9112,    3702,    8824,    5260,       0,       0,       0,     288,       0,     150,       0,       0,    9112,    9112,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      25,     -50,      25,     111,       0,       0,       0,       0,       0,       0,       0,       0,      61,      25,     -36,       0,  100.0,   40.6,   96.8,   57.7,    0.0,    0.0,    0.0,    3.2,    0.0,    1.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   40.6,   96.8,   57.7,    0.0,    0.0,    0.0,    3.2,    0.0,    1.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     11,     10,      4,      0,      0,      0,.,      0,.,      0,      0,     16,     11,     22,     11,     10,      4,      0,      0,      0,.,      0,.,      0,      0,     16,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    70.9,    86.4,    88.5,    97.5,    69.3,    80.8,    82.5,    87.9,    70.9,    86.4,    88.5,    97.5,    69.3,    80.8,    82.5,    87.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230703,2023-07-03,0643CC,IFED,01,064 ,    9087,    3752,    8799,    5149,       0,       0,       0,     288,       0,     150,       0,       0,    9051,    9087,      36,       0,    9087,    3752,    8799,    5149,       0,       0,       0,     288,       0,     150,       0,       0,    9051,    9087,      36,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -485,     -85,    -460,    -400,       0,       0,       0,       0,       0,      25,       0,     -25,    -485,    -485,       0,       0,  100.0,   41.3,   96.8,   56.7,    0.0,    0.0,    0.0,    3.2,    0.0,    1.7,    0.0,    0.0,   99.6,  100.0,    0.4,    0.0,  100.0,   41.3,   96.8,   56.7,    0.0,    0.0,    0.0,    3.2,    0.0,    1.7,    0.0,    0.0,   99.6,  100.0,    0.4,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,     11,      9,.,      0,      0,      0,.,      0,.,      0,      0,     15,     10,     20,     11,      9,.,      0,      0,      0,.,      0,.,      0,      0,     15,     10,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    70.8,    86.9,    88.5,    98.1,    69.2,    81.3,    82.5,    87.9,    70.8,    86.9,    88.5,    98.1,    69.2,    81.3,    82.5,    87.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230627,2023-06-27,0643CC,IFED,01,064 ,    9572,    3837,    9259,    5549,       0,       0,       0,     288,       0,     125,       0,      25,    9536,    9572,      36,       0,    9572,    3837,    9259,    5549,       0,       0,       0,     288,       0,     125,       0,      25,    9536,    9572,      36,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   40.1,   96.7,   58.0,    0.0,    0.0,    0.0,    3.0,    0.0,    1.3,    0.0,    0.3,   99.6,  100.0,    0.4,    0.0,  100.0,   40.1,   96.7,   58.0,    0.0,    0.0,    0.0,    3.0,    0.0,    1.3,    0.0,    0.3,   99.6,  100.0,    0.4,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     20,     11,      9,.,      0,      0,      0,.,      0,.,      0,.,     15,     11,     20,     11,      9,.,      0,      0,      0,.,      0,.,      0,.,     15,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    71.4,    86.2,    89.1,    97.9,    70.0,    81.0,    83.1,    87.3,    71.4,    86.2,    89.1,    97.9,    70.0,    81.0,    83.1,    87.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230530,2023-05-30,0643CC,IFED,01,064 ,   10437,    4122,   10049,    6040,       0,       0,       0,     388,       0,     275,       0,       0,   10437,   10437,       0,       0,   10437,    4122,   10049,    6040,       0,       0,       0,     388,       0,     275,       0,       0,   10437,   10437,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       5,       0,       5,       5,       0,       0,       0,       0,       0,       0,       0,       0,       5,       5,       0,       0,  100.0,   39.5,   96.3,   57.9,    0.0,    0.0,    0.0,    3.7,    0.0,    2.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   39.5,   96.3,   57.9,    0.0,    0.0,    0.0,    3.7,    0.0,    2.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     12,      9,      4,      0,      0,      0,.,      0,.,      0,      0,     17,     10,     21,     12,      9,      4,      0,      0,      0,.,      0,.,      0,      0,     17,     10,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    69.6,    85.6,    87.2,    98.1,    68.7,    80.6,    82.6,    86.6,    69.6,    85.6,    87.2,    98.1,    68.7,    80.6,    82.6,    86.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230523,2023-05-23,0643CC,IFED,01,064 ,   10432,    4122,   10044,    6035,       0,       0,       0,     388,       0,     275,       0,       0,   10432,   10432,       0,       0,   10432,    4122,   10044,    6035,       0,       0,       0,     388,       0,     275,       0,       0,   10432,   10432,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      75,       0,      75,      75,       0,       0,       0,       0,       0,       0,       0,       0,      75,      75,       0,       0,  100.0,   39.5,   96.3,   57.9,    0.0,    0.0,    0.0,    3.7,    0.0,    2.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   39.5,   96.3,   57.9,    0.0,    0.0,    0.0,    3.7,    0.0,    2.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     12,      9,      4,      0,      0,      0,.,      0,.,      0,      0,     17,     10,     21,     12,      9,      4,      0,      0,      0,.,      0,.,      0,      0,     17,     10,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    69.6,    85.8,    87.2,    98.1,    68.7,    81.1,    82.9,    86.8,    69.6,    85.8,    87.2,    98.1,    68.7,    81.1,    82.9,    86.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230516,2023-05-16,0643CC,IFED,01,064 ,   10357,    4122,    9969,    5960,       0,       0,       0,     388,       0,     275,       0,       0,   10357,   10357,       0,       0,   10357,    4122,    9969,    5960,       0,       0,       0,     388,       0,     275,       0,       0,   10357,   10357,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     355,     240,     355,     155,       0,       0,       0,       0,       0,     -40,       0,       0,     355,     355,       0,       0,  100.0,   39.8,   96.3,   57.5,    0.0,    0.0,    0.0,    3.7,    0.0,    2.7,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   39.8,   96.3,   57.5,    0.0,    0.0,    0.0,    3.7,    0.0,    2.7,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     12,      9,      4,      0,      0,      0,.,      0,.,      0,      0,     17,     10,     21,     12,      9,      4,      0,      0,      0,.,      0,.,      0,      0,     17,     10,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    69.4,    85.7,    87.1,    98.1,    68.4,    81.0,    82.8,    86.8,    69.4,    85.7,    87.1,    98.1,    68.4,    81.0,    82.8,    86.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230509,2023-05-09,0643CC,IFED,01,064 ,   10002,    3882,    9614,    5805,       0,       0,       0,     388,       0,     315,       0,       0,   10002,   10002,       0,       0,   10002,    3882,    9614,    5805,       0,       0,       0,     388,       0,     315,       0,       0,   10002,   10002,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     150,     150,     150,       0,       0,       0,       0,       0,       0,       0,       0,       0,     150,     150,       0,       0,  100.0,   38.8,   96.1,   58.0,    0.0,    0.0,    0.0,    3.9,    0.0,    3.1,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   38.8,   96.1,   58.0,    0.0,    0.0,    0.0,    3.9,    0.0,    3.1,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     11,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     17,      9,     22,     11,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     17,      9,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    70.3,    88.6,    88.7,    99.0,    69.3,    85.8,    84.2,    90.2,    70.3,    88.6,    88.7,    99.0,    69.3,    85.8,    84.2,    90.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230502,2023-05-02,0643CC,IFED,01,064 ,    9852,    3732,    9464,    5805,       0,       0,       0,     388,       0,     315,       0,       0,    9852,    9852,       0,       0,    9852,    3732,    9464,    5805,       0,       0,       0,     388,       0,     315,       0,       0,    9852,    9852,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -750,    -320,    -675,    -465,       0,       0,       0,     -75,       0,      35,       0,       0,    -750,    -750,       0,       0,  100.0,   37.9,   96.1,   58.9,    0.0,    0.0,    0.0,    3.9,    0.0,    3.2,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   37.9,   96.1,   58.9,    0.0,    0.0,    0.0,    3.9,    0.0,    3.2,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     10,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     16,      9,     21,     10,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     16,      9,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    71.3,    90.0,    90.0,    99.0,    70.4,    87.1,    85.5,    90.0,    71.3,    90.0,    90.0,    99.0,    70.4,    87.1,    85.5,    90.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230425,2023-04-25,0643CC,IFED,01,064 ,   10602,    4052,   10139,    6270,       0,       0,       0,     463,       0,     280,       0,       0,   10602,   10602,       0,       0,   10602,    4052,   10139,    6270,       0,       0,       0,     463,       0,     280,       0,       0,   10602,   10602,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      24,       0,      24,     144,       0,       0,       0,       0,       0,    -120,       0,       0,      24,      24,       0,       0,  100.0,   38.2,   95.6,   59.1,    0.0,    0.0,    0.0,    4.4,    0.0,    2.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   38.2,   95.6,   59.1,    0.0,    0.0,    0.0,    4.4,    0.0,    2.6,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     11,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     17,      9,     22,     11,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     17,      9,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    71.0,    88.8,    89.5,    98.8,    70.2,    86.7,    85.3,    90.5,    71.0,    88.8,    89.5,    98.8,    70.2,    86.7,    85.3,    90.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230418,2023-04-18,0643CC,IFED,01,064 ,   10578,    4052,   10115,    6126,       0,       0,       0,     463,       0,     400,       0,       0,   10578,   10578,       0,       0,   10578,    4052,   10115,    6126,       0,       0,       0,     463,       0,     400,       0,       0,   10578,   10578,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      30,      30,      30,       0,       0,       0,       0,       0,       0,       0,       0,       0,      30,      30,       0,       0,  100.0,   38.3,   95.6,   57.9,    0.0,    0.0,    0.0,    4.4,    0.0,    3.8,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   38.3,   95.6,   57.9,    0.0,    0.0,    0.0,    4.4,    0.0,    3.8,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     11,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     17,      9,     22,     11,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     17,      9,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    69.8,    88.8,    88.3,    98.8,    69.0,    86.7,    84.1,    90.5,    69.8,    88.8,    88.3,    98.8,    69.0,    86.7,    84.1,    90.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
"PALO VERDE DA OFF-PK FiXED PR - ICE FUTURES ENERGY DIV",230411,2023-04-11,0643CC,IFED,01,064 ,   10548,    4022,   10085,    6126,       0,       0,       0,     463,       0,     400,       0,       0,   10548,   10548,       0,       0,   10548,    4022,   10085,    6126,       0,       0,       0,     463,       0,     400,       0,       0,   10548,   10548,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      55,      95,      80,       0,       0,       0,       0,     -25,       0,     -40,       0,       0,      55,      55,       0,       0,  100.0,   38.1,   95.6,   58.1,    0.0,    0.0,    0.0,    4.4,    0.0,    3.8,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,   38.1,   95.6,   58.1,    0.0,    0.0,    0.0,    4.4,    0.0,    3.8,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     11,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     17,      9,     22,     11,      8,      4,      0,      0,      0,.,      0,.,      0,      0,     17,      9,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    70.0,    88.8,    88.6,    98.8,    69.2,    86.6,    84.3,    90.7,    70.0,    88.8,    88.6,    98.8,    69.2,    86.6,    84.3,    90.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(1 MW for about 368 Hours)","0643CC","IFED","064 ","N16","FutOnly"
