"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,141021 ,2014-10-21,061641 ,CME ,00 ,061 ,   44617,   10772,    9198,    2962,     564,     597,    9387,    3367,    2268,    5161,    5653,    3374,   34521,   25021,   10096,   19596,   44617,   10772,    9198,    2962,     564,     597,    9387,    3367,    2268,    5161,    5653,    3374,   34521,   25021,   10096,   19596,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -208,     157,     240,     -15,      40,      34,     108,    -479,    -329,    -229,    -313,     517,     243,    -290,    -451,      82,  100.0,   24.1,   20.6,    6.6,    1.3,    1.3,   21.0,    7.5,    5.1,   11.6,   12.7,    7.6,   77.4,   56.1,   22.6,   43.9,  100.0,   24.1,   20.6,    6.6,    1.3,    1.3,   21.0,    7.5,    5.1,   11.6,   12.7,    7.6,   77.4,   56.1,   22.6,   43.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    218,     58,     66,     12,      .,      7,     36,     12,     11,     22,     34,     40,    165,    147,    218,     58,     66,     12,      .,      7,     36,     12,     11,     22,     34,     40,    165,    147,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    15.7,     7.8,    22.8,    13.7,    14.1,     7.0,    20.3,    11.7,    15.7,     7.8,    22.8,    13.7,    14.1,     7.0,    20.3,    11.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,141014 ,2014-10-14,061641 ,CME ,00 ,061 ,   44825,   10615,    8958,    2977,     524,     563,    9279,    3846,    2597,    5390,    5966,    2857,   34278,   25311,   10547,   19514,   44825,   10615,    8958,    2977,     524,     563,    9279,    3846,    2597,    5390,    5966,    2857,   34278,   25311,   10547,   19514,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -341,    -118,     202,    -199,      41,     -23,    -118,    -604,      31,     409,     169,    -252,    -270,    -436,     -71,      95,  100.0,   23.7,   20.0,    6.6,    1.2,    1.3,   20.7,    8.6,    5.8,   12.0,   13.3,    6.4,   76.5,   56.5,   23.5,   43.5,  100.0,   23.7,   20.0,    6.6,    1.2,    1.3,   20.7,    8.6,    5.8,   12.0,   13.3,    6.4,   76.5,   56.5,   23.5,   43.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    231,     55,     66,     12,      .,      8,     36,     17,     10,     29,     36,     39,    164,    155,    231,     55,     66,     12,      .,      8,     36,     17,     10,     29,     36,     39,    164,    155,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    16.1,     8.8,    23.2,    14.0,    14.8,     7.0,    21.0,    12.0,    16.1,     8.8,    23.2,    14.0,    14.8,     7.0,    21.0,    12.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,141007 ,2014-10-07,061641 ,CME ,00 ,061 ,   45166,   10733,    8756,    3176,     483,     586,    9397,    4450,    2566,    4981,    5797,    3109,   34548,   25747,   10618,   19419,   45166,   10733,    8756,    3176,     483,     586,    9397,    4450,    2566,    4981,    5797,    3109,   34548,   25747,   10618,   19419,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     992,     439,     480,      32,     -86,    -102,   -1059,     914,     599,      99,   -1135,     561,     569,    1231,     423,    -239,  100.0,   23.8,   19.4,    7.0,    1.1,    1.3,   20.8,    9.9,    5.7,   11.0,   12.8,    6.9,   76.5,   57.0,   23.5,   43.0,  100.0,   23.8,   19.4,    7.0,    1.1,    1.3,   20.8,    9.9,    5.7,   11.0,   12.8,    6.9,   76.5,   57.0,   23.5,   43.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    225,     52,     60,     12,      .,      5,     35,     17,     13,     24,     36,     35,    159,    145,    225,     52,     60,     12,      .,      5,     35,     17,     13,     24,     36,     35,    159,    145,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    15.5,     8.6,    23.5,    13.9,    14.7,     7.4,    20.9,    12.3,    15.5,     8.6,    23.5,    13.9,    14.7,     7.4,    20.9,    12.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140930 ,2014-09-30,061641 ,CME ,00 ,061 ,   44174,   10294,    8276,    3144,     569,     688,   10456,    3536,    1967,    4882,    6932,    2548,   33979,   24516,   10195,   19658,   44174,   10294,    8276,    3144,     569,     688,   10456,    3536,    1967,    4882,    6932,    2548,   33979,   24516,   10195,   19658,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1816,     102,     140,     285,      31,     271,    -178,     174,    -709,   -1223,   -1442,     342,   -1110,   -1193,    -706,    -623,  100.0,   23.3,   18.7,    7.1,    1.3,    1.6,   23.7,    8.0,    4.5,   11.1,   15.7,    5.8,   76.9,   55.5,   23.1,   44.5,  100.0,   23.3,   18.7,    7.1,    1.3,    1.6,   23.7,    8.0,    4.5,   11.1,   15.7,    5.8,   76.9,   55.5,   23.1,   44.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    219,     47,     62,     12,      .,      6,     37,     15,     11,     21,     34,     31,    151,    139,    219,     47,     62,     12,      .,      6,     37,     15,     11,     21,     34,     31,    151,    139,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    16.3,     7.8,    24.2,    13.0,    14.9,     7.8,    22.0,    12.4,    16.3,     7.8,    24.2,    13.0,    14.9,     7.8,    22.0,    12.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140923 ,2014-09-23,061641 ,CME ,00 ,061 ,   45990,   10192,    8136,    2859,     538,     417,   10634,    3362,    2676,    6105,    8374,    2206,   35089,   25709,   10901,   20281,   45990,   10192,    8136,    2859,     538,     417,   10634,    3362,    2676,    6105,    8374,    2206,   35089,   25709,   10901,   20281,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     956,      86,     241,    -111,      46,    -164,     110,     773,     221,     545,    -325,     126,     813,     918,     143,      38,  100.0,   22.2,   17.7,    6.2,    1.2,    0.9,   23.1,    7.3,    5.8,   13.3,   18.2,    4.8,   76.3,   55.9,   23.7,   44.1,  100.0,   22.2,   17.7,    6.2,    1.2,    0.9,   23.1,    7.3,    5.8,   13.3,   18.2,    4.8,   76.3,   55.9,   23.7,   44.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    235,     54,     69,      9,      .,      4,     39,     17,     13,     27,     34,     30,    159,    151,    235,     54,     69,      9,      .,      4,     39,     17,     13,     27,     34,     30,    159,    151,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    15.7,     8.8,    23.3,    14.2,    14.3,     8.5,    21.2,    13.5,    15.7,     8.8,    23.3,    14.2,    14.3,     8.5,    21.2,    13.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140916 ,2014-09-16,061641 ,CME ,00 ,061 ,   45034,   10106,    7895,    2970,     492,     581,   10524,    2589,    2455,    5560,    8699,    2080,   34276,   24791,   10758,   20243,   45034,   10106,    7895,    2970,     492,     581,   10524,    2589,    2455,    5560,    8699,    2080,   34276,   24791,   10758,   20243,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1154,     538,     443,      17,      18,    -100,    -743,     358,     262,     514,    -284,       5,     493,     702,     661,     452,  100.0,   22.4,   17.5,    6.6,    1.1,    1.3,   23.4,    5.7,    5.5,   12.3,   19.3,    4.6,   76.1,   55.0,   23.9,   45.0,  100.0,   22.4,   17.5,    6.6,    1.1,    1.3,   23.4,    5.7,    5.5,   12.3,   19.3,    4.6,   76.1,   55.0,   23.9,   45.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    224,     51,     64,     10,      .,      7,     36,     18,     12,     22,     39,     24,    147,    148,    224,     51,     64,     10,      .,      7,     36,     18,     12,     22,     39,     24,    147,    148,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    15.5,     8.8,    23.1,    14.5,    14.0,     8.5,    21.3,    13.2,    15.5,     8.8,    23.1,    14.5,    14.0,     8.5,    21.3,    13.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140909 ,2014-09-09,061641 ,CME ,00 ,061 ,   43880,    9568,    7452,    2953,     474,     681,   11267,    2231,    2193,    5046,    8983,    2075,   33783,   24089,   10097,   19791,   43880,    9568,    7452,    2953,     474,     681,   11267,    2231,    2193,    5046,    8983,    2075,   33783,   24089,   10097,   19791,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2484,     773,     388,    -161,    -157,     -98,     419,     713,     255,     761,     216,    -165,    1784,    1152,     700,    1332,  100.0,   21.8,   17.0,    6.7,    1.1,    1.6,   25.7,    5.1,    5.0,   11.5,   20.5,    4.7,   77.0,   54.9,   23.0,   45.1,  100.0,   21.8,   17.0,    6.7,    1.1,    1.6,   25.7,    5.1,    5.0,   11.5,   20.5,    4.7,   77.0,   54.9,   23.0,   45.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    217,     52,     62,     10,      .,      7,     37,     15,     12,     19,     33,     24,    146,    140,    217,     52,     62,     10,      .,      7,     37,     15,     12,     19,     33,     24,    146,    140,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    14.6,    10.2,    22.7,    16.1,    13.3,     9.7,    20.9,    14.4,    14.6,    10.2,    22.7,    16.1,    13.3,     9.7,    20.9,    14.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140902 ,2014-09-02,061641 ,CME ,00 ,061 ,   41396,    8795,    7064,    3114,     631,     779,   10848,    1518,    1938,    4285,    8767,    2240,   31999,   22937,    9397,   18459,   41396,    8795,    7064,    3114,     631,     779,   10848,    1518,    1938,    4285,    8767,    2240,   31999,   22937,    9397,   18459,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2457,     -46,    -847,     161,    -229,     -80,    -839,     250,     287,     -23,    -152,    -294,    -834,   -1065,   -1623,   -1392,  100.0,   21.2,   17.1,    7.5,    1.5,    1.9,   26.2,    3.7,    4.7,   10.4,   21.2,    5.4,   77.3,   55.4,   22.7,   44.6,  100.0,   21.2,   17.1,    7.5,    1.5,    1.9,   26.2,    3.7,    4.7,   10.4,   21.2,    5.4,   77.3,   55.4,   22.7,   44.6,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    203,     46,     63,     11,      4,      6,     37,     11,     11,     19,     33,     18,    135,    129,    203,     46,     63,     11,      4,      6,     37,     11,     11,     19,     33,     18,    135,    129,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    13.0,    12.9,    21.6,    18.4,    12.5,    12.0,    20.4,    16.5,    13.0,    12.9,    21.6,    18.4,    12.5,    12.0,    20.4,    16.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140826 ,2014-08-26,061641 ,CME ,00 ,061 ,   43853,    8841,    7911,    2953,     860,     859,   11687,    1268,    1651,    4308,    8919,    2534,   32833,   24002,   11020,   19851,   43853,    8841,    7911,    2953,     860,     859,   11687,    1268,    1651,    4308,    8919,    2534,   32833,   24002,   11020,   19851,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1695,    -394,    -455,      37,    -131,     -61,      21,    -114,     -59,      11,     524,    -697,   -1142,    -993,    -553,    -702,  100.0,   20.2,   18.0,    6.7,    2.0,    2.0,   26.7,    2.9,    3.8,    9.8,   20.3,    5.8,   74.9,   54.7,   25.1,   45.3,  100.0,   20.2,   18.0,    6.7,    2.0,    2.0,   26.7,    2.9,    3.8,    9.8,   20.3,    5.8,   74.9,   54.7,   25.1,   45.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    223,     50,     71,     11,      4,      8,     38,     10,      9,     25,     36,     24,    146,    148,    223,     50,     71,     11,      4,      8,     38,     10,      9,     25,     36,     24,    146,    148,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    12.0,    12.7,    20.4,    18.8,    12.0,    12.6,    19.7,    17.3,    12.0,    12.7,    20.4,    18.8,    12.0,    12.6,    19.7,    17.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140819 ,2014-08-19,061641 ,CME ,00 ,061 ,   45548,    9235,    8366,    2916,     991,     920,   11666,    1382,    1710,    4297,    8395,    3231,   33975,   24995,   11573,   20553,   45548,    9235,    8366,    2916,     991,     920,   11666,    1382,    1710,    4297,    8395,    3231,   33975,   24995,   11573,   20553,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      83,    -259,    -782,     -30,      30,     154,    -217,     144,     510,     289,     614,   -1193,    -746,    -523,     829,     606,  100.0,   20.3,   18.4,    6.4,    2.2,    2.0,   25.6,    3.0,    3.8,    9.4,   18.4,    7.1,   74.6,   54.9,   25.4,   45.1,  100.0,   20.3,   18.4,    6.4,    2.2,    2.0,   25.6,    3.0,    3.8,    9.4,   18.4,    7.1,   74.6,   54.9,   25.4,   45.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    218,     54,     74,     11,      4,      9,     37,     11,     12,     21,     34,     25,    148,    151,    218,     54,     74,     11,      4,      9,     37,     11,     12,     21,     34,     25,    148,    151,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    11.4,    12.1,    19.2,    17.9,    11.3,    10.8,    18.8,    15.4,    11.4,    12.1,    19.2,    17.9,    11.3,    10.8,    18.8,    15.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140812 ,2014-08-12,061641 ,CME ,00 ,061 ,   45465,    9494,    9148,    2946,     961,     766,   11883,    1238,    1200,    4008,    7781,    4424,   34721,   25518,   10744,   19947,   45465,    9494,    9148,    2946,     961,     766,   11883,    1238,    1200,    4008,    7781,    4424,   34721,   25518,   10744,   19947,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1780,    -362,     755,     399,      38,    -314,    -575,     391,    -356,     535,    -991,    -903,   -1576,   -1380,    -204,    -400,  100.0,   20.9,   20.1,    6.5,    2.1,    1.7,   26.1,    2.7,    2.6,    8.8,   17.1,    9.7,   76.4,   56.1,   23.6,   43.9,  100.0,   20.9,   20.1,    6.5,    2.1,    1.7,   26.1,    2.7,    2.6,    8.8,   17.1,    9.7,   76.4,   56.1,   23.6,   43.9,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    227,     55,     81,     10,      4,      9,     39,     11,     12,     22,     32,     31,    154,    161,    227,     55,     81,     10,      4,      9,     39,     11,     12,     22,     32,     31,    154,    161,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    12.2,    11.6,    19.7,    17.8,    12.2,     9.7,    19.2,    14.2,    12.2,    11.6,    19.7,    17.8,    12.2,     9.7,    19.2,    14.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
"FEEDER CATTLE - CHICAGO MERCANTILE EXCHANGE" ,140805 ,2014-08-05,061641 ,CME ,00 ,061 ,   47245,    9856,    8393,    2547,     923,    1080,   12458,     847,    1556,    3473,    8772,    5327,   36297,   26898,   10948,   20347,   47245,    9856,    8393,    2547,     923,    1080,   12458,     847,    1556,    3473,    8772,    5327,   36297,   26898,   10948,   20347,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1174,     565,     243,      49,      74,     226,     104,     219,    -811,     639,    1085,   -1332,    -560,    -296,    -614,    -878,  100.0,   20.9,   17.8,    5.4,    2.0,    2.3,   26.4,    1.8,    3.3,    7.4,   18.6,   11.3,   76.8,   56.9,   23.2,   43.1,  100.0,   20.9,   17.8,    5.4,    2.0,    2.3,   26.4,    1.8,    3.3,    7.4,   18.6,   11.3,   76.8,   56.9,   23.2,   43.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    222,     55,     71,     10,      4,     11,     40,     11,     12,     18,     34,     30,    157,    149,    222,     55,     71,     10,      4,     11,     40,     11,     12,     18,     34,     30,    157,    149,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    13.3,    14.1,    21.0,    20.6,    11.8,    10.6,    18.8,    15.0,    13.3,    14.1,    21.0,    20.6,    11.8,    10.6,    18.8,    15.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF 50,000 POUNDS)" ,"061641" ,"CME" ,"061" ,"A20" ,"FutOnly"
